Log File for date: 2021-02-10
columns: time, T(C), P(mBar), RH(%) 
00:19:51	17.65	1002.01	23.79
00:49:54	17.66	1001.84	23.79
01:19:56	17.65	1001.80	23.79
01:49:59	17.65	1001.80	23.79
02:20:01	17.53	1001.54	24.27
02:50:03	17.50	1001.47	24.27
03:20:06	17.53	1001.54	24.27
03:50:08	17.55	1001.16	24.27
04:20:10	17.56	1001.20	24.27
04:50:13	17.60	1001.27	24.27
05:20:15	17.63	1001.56	24.27
05:50:18	17.56	1001.41	24.27
06:20:20	17.55	1001.37	24.27
06:50:22	17.60	1001.27	24.27
07:20:25	17.71	1001.53	24.27
07:50:27	17.86	1001.87	23.79
08:20:29	17.98	1001.71	23.79
08:50:32	18.09	1002.18	23.30
09:20:34	17.93	1002.65	24.27
09:50:37	18.13	1002.68	24.27
10:20:39	18.34	1003.16	23.79
10:50:41	18.41	1003.31	23.79
11:20:44	18.60	1003.76	23.79
11:50:46	18.52	1003.78	23.79
12:20:48	18.37	1004.07	23.79
12:50:51	18.49	1004.12	23.79
13:20:53	18.36	1004.45	24.27
13:50:55	18.64	1004.25	23.79
14:20:58	18.60	1004.59	23.79
14:51:00	18.62	1004.84	23.79
15:21:03	18.82	1005.08	23.79
15:51:05	18.82	1005.71	23.79
16:21:07	18.78	1006.05	23.79
16:51:10	18.77	1006.43	23.79
17:21:12	18.75	1006.60	23.79
17:51:15	18.54	1007.37	24.76
18:21:17	18.19	1007.84	25.74
18:51:19	17.78	1008.16	26.23
19:21:22	17.50	1008.35	26.71
19:51:24	17.43	1008.83	26.23
20:21:27	17.76	1008.95	25.74
20:51:29	17.89	1009.88	25.25
21:21:31	17.78	1009.83	25.25
21:51:34	17.91	1010.34	25.25
22:21:36	17.71	1010.72	25.25
22:51:38	17.91	1010.96	24.76
23:21:41	17.80	1011.54	24.76
23:51:43	17.78	1011.92	24.76
