Log File for date: 2021-02-06
columns: time, T(C), P(mBar), RH(%) 
00:12:15	17.22	1016.05	27.20
00:42:18	17.07	1015.92	27.20
01:12:20	17.07	1015.92	27.20
01:42:22	17.17	1015.94	27.20
02:12:25	17.17	1015.73	26.71
02:42:27	17.20	1015.60	26.71
03:12:29	17.20	1015.60	26.71
03:42:32	17.13	1015.24	26.71
04:12:34	17.00	1015.56	26.71
04:42:37	16.97	1016.11	26.71
05:12:39	16.98	1016.14	26.71
05:42:41	17.00	1016.18	26.23
06:12:44	16.98	1015.94	26.23
06:42:46	17.00	1015.97	25.74
07:12:48	17.03	1016.26	25.74
07:42:51	17.00	1016.39	25.74
08:12:53	17.07	1016.54	25.74
08:42:56	17.15	1016.73	25.25
09:12:58	17.02	1016.64	25.25
09:43:00	17.00	1016.81	25.25
10:13:03	16.95	1016.69	25.25
10:43:05	16.93	1016.66	25.25
11:13:07	16.93	1017.07	25.25
11:43:10	17.00	1017.02	25.25
12:13:12	17.02	1016.64	25.25
12:43:15	17.07	1016.75	25.25
13:13:17	17.08	1016.58	25.25
13:43:20	17.08	1016.37	25.25
14:13:22	17.07	1016.34	25.25
14:43:24	17.05	1016.09	25.74
15:13:27	17.03	1016.05	25.74
15:43:29	17.02	1016.01	25.74
16:13:31	17.02	1015.60	25.74
16:43:34	17.02	1015.80	25.74
17:13:36	17.02	1015.60	25.74
17:43:39	17.05	1015.46	25.74
18:13:41	17.05	1015.67	25.74
18:43:43	17.05	1015.46	25.74
19:13:46	17.05	1015.67	25.74
19:43:48	17.02	1015.60	25.74
20:13:51	17.02	1016.01	25.74
20:43:53	17.13	1015.86	25.25
21:13:55	17.13	1015.65	25.25
21:43:58	17.05	1015.67	25.74
22:14:00	17.03	1015.43	25.74
22:44:03	17.03	1015.43	25.74
23:14:05	17.02	1015.18	25.25
23:44:07	17.02	1014.76	25.25
