Log File for date: 2021-02-04
columns: time, T(C), P(mBar), RH(%) 
08:59:06	17.88	1004.83	29.16
09:29:21	17.81	1005.31	29.16
09:59:24	18.04	1006.04	28.67
10:29:26	17.89	1006.12	29.16
10:59:29	18.11	1006.40	28.67
11:29:31	18.31	1006.85	28.18
11:59:33	18.14	1006.89	28.67
12:29:36	18.47	1007.43	28.18
12:59:38	18.45	1007.81	28.67
13:29:41	18.41	1007.91	29.16
13:59:43	18.64	1008.43	28.67
14:29:45	18.54	1008.84	29.16
14:59:48	18.52	1009.01	29.16
15:29:50	18.54	1009.26	29.64
15:59:53	18.55	1009.08	29.64
16:29:55	18.70	1009.42	29.16
16:59:57	18.65	1009.94	29.64
17:30:00	18.50	1010.02	29.64
18:00:02	18.29	1010.37	30.13
18:30:05	17.75	1010.38	31.60
19:00:07	17.45	1010.74	31.60
19:30:09	17.22	1011.05	32.09
20:00:12	17.07	1011.33	31.60
20:30:14	16.98	1011.35	31.60
21:00:17	16.87	1011.50	31.60
21:30:19	16.77	1011.69	31.60
22:00:21	17.30	1011.65	30.13
22:30:24	17.55	1011.80	29.64
23:00:26	17.53	1011.77	29.64
23:30:29	17.40	1012.09	29.64
