Log File for date: 2021-02-01
columns: time, T(C), P(mBar), RH(%) 
00:10:58	17.70	990.85	36.48
00:41:00	17.56	990.97	36.97
01:11:03	17.71	991.10	36.48
01:41:05	17.53	990.90	36.97
02:11:07	17.68	991.23	36.48
02:41:10	17.53	990.90	36.97
03:11:12	17.65	990.95	36.48
03:41:14	17.51	990.65	36.97
04:11:17	17.60	990.63	36.97
04:41:19	17.68	990.60	36.97
05:11:22	17.56	990.97	36.97
05:41:24	17.65	990.74	36.97
06:11:26	17.51	991.07	37.46
06:41:29	17.58	991.22	36.97
07:11:31	17.91	991.12	36.48
07:41:33	17.98	991.48	36.48
08:11:36	17.96	991.44	36.48
08:41:38	18.14	991.85	36.48
09:11:41	18.13	991.81	36.48
09:41:43	18.14	992.06	36.48
10:11:45	18.37	992.15	35.99
10:41:48	18.36	992.12	36.48
11:11:50	18.47	992.59	35.99
11:41:52	18.64	992.53	35.99
12:11:55	18.68	992.65	35.50
12:41:57	18.68	992.44	35.99
13:12:00	18.78	992.45	35.99
13:42:02	18.85	992.59	35.99
14:12:04	18.86	992.42	35.99
14:42:07	18.91	992.32	35.99
15:12:09	18.90	992.08	35.99
15:42:11	18.86	991.79	35.99
16:12:14	18.85	991.55	35.99
16:42:16	18.80	991.65	35.99
17:12:19	18.78	991.82	35.99
17:42:21	18.80	991.65	35.99
18:12:23	18.62	991.66	36.48
18:42:26	18.44	991.47	36.48
19:12:28	18.36	991.49	36.48
19:42:30	18.19	991.33	36.97
20:12:33	17.93	991.37	37.95
20:42:35	17.76	991.21	37.95
21:12:38	17.63	991.12	37.95
21:42:40	17.55	990.93	37.95
22:12:42	17.45	990.71	37.95
22:42:45	17.45	990.71	37.95
23:12:47	17.35	990.70	37.95
23:42:49	17.30	990.38	37.95
