Log File for date: 2021-02-08
columns: time, T(C), P(mBar), RH(%) 
00:16:03	16.90	1008.24	25.25
00:46:05	16.90	1007.83	25.25
01:16:08	16.85	1007.71	25.74
01:46:10	16.88	1007.37	25.74
02:16:12	16.95	1007.11	25.74
02:46:15	16.87	1006.92	25.74
03:16:17	16.82	1006.39	25.74
03:46:20	16.97	1006.52	25.74
04:16:22	16.90	1006.16	26.23
04:46:24	16.85	1005.84	26.23
05:16:27	16.88	1005.91	26.23
05:46:29	16.98	1005.93	26.23
06:16:32	16.97	1005.69	26.23
06:46:34	16.93	1005.61	26.23
07:16:36	17.13	1005.23	26.23
07:46:39	17.20	1004.96	26.23
08:16:41	17.25	1004.87	26.23
08:46:43	17.30	1004.56	26.23
09:16:46	17.38	1004.54	26.23
09:46:48	17.42	1004.62	26.71
10:16:50	17.51	1004.63	26.71
10:46:53	17.83	1004.30	26.23
11:16:55	17.93	1003.69	26.23
11:46:58	18.03	1003.71	25.74
12:17:00	18.11	1003.27	25.74
12:47:03	18.08	1003.19	25.74
13:17:05	17.98	1002.97	25.74
13:47:07	18.09	1003.02	25.25
14:17:10	18.24	1002.52	25.25
14:47:12	18.22	1002.27	25.25
15:17:14	18.13	1001.84	25.25
15:47:17	18.26	1001.93	24.76
16:17:19	18.31	1001.83	24.76
16:47:22	18.16	1001.71	24.76
17:17:24	18.31	1001.62	24.27
17:47:26	18.34	1001.28	24.27
18:17:29	17.78	1001.27	25.74
18:47:31	17.70	1001.08	25.74
19:17:34	17.65	1000.76	25.25
19:47:36	17.68	1000.83	24.76
20:17:38	17.61	1000.68	24.76
20:47:41	17.61	1000.68	24.76
21:17:43	17.58	1000.61	24.76
21:47:46	17.46	1000.56	24.76
22:17:48	17.48	1000.39	24.76
22:47:50	17.51	1000.25	24.76
23:17:52	17.53	1000.29	24.76
23:47:55	17.51	1000.04	24.27
