Log File for date: 2021-01-29
columns: time, T(C), P(mBar), RH(%) 
09:52:08	17.94	989.52	34.53
10:22:25	18.17	989.41	34.04
10:35:50	18.13	989.30	34.04
11:06:08	18.09	989.02	34.04
11:36:10	18.39	989.06	34.04
12:06:12	18.29	989.46	34.53
12:36:15	18.29	989.46	34.53
13:06:17	18.31	989.50	34.53
13:36:19	18.47	989.45	34.53
14:06:22	18.41	989.51	34.53
14:36:24	18.57	989.46	34.53
15:06:27	18.54	989.18	34.53
15:36:29	18.50	989.31	34.53
16:06:31	18.57	989.25	34.53
16:36:34	18.59	989.29	34.53
17:06:36	18.42	989.76	35.02
17:36:39	18.11	989.68	35.50
18:06:41	18.03	989.71	35.99
18:36:43	17.58	989.97	36.97
19:06:46	17.33	990.24	37.46
19:36:48	17.15	990.25	37.95
20:06:50	17.03	990.41	37.95
20:36:53	16.95	990.64	37.95
21:06:55	16.83	990.59	38.43
21:36:58	16.75	990.61	38.43
22:07:00	16.67	990.84	38.43
22:37:02	16.62	990.94	38.43
23:07:05	16.55	990.79	38.43
23:37:07	16.49	990.85	38.43
